id_hogar,cve_municipio,municipio,pa_mediana_remesa,pa_media_remesa,pa_desv_remesa,pa_cv_remesa,pa_pendiente_24m,pa_pendiente_norm,pa_n_meses_sin_envio,pa_max_racha_sin_envio,pa_fuerza_estacional,pa_antiguedad_meses,pa_cuota_propuesta_mxn,pa_ratio_remesa_cuota,pb_edad,pb_genero_F,pb_n_dependientes,pb_escolaridad_ord,pb_vivienda_propia,pb_vivienda_rentada,pc_iim_dp2,pc_pct_viv_remesas,pc_pct_viv_emigrantes,pc_imn_2020,pc_escolaridad_promedio_mun,pc_pct_pob_ocupada_2sm,pc_score_regional,pc_sub_capacidad_pago,pc_sub_intensidad_migratoria,default_12m,predicted_pd,expected_loss,decision,risk_bucket,interest_rate_model
H000037,14001,Acatic,255.617,260.78737083333334,64.97310598408143,0.2491420722424672,2.1005809130434794,0.0082176886241661,0.0,0.0,0.3709438814211254,168.0,4185.942369786665,1.099180445772476,44.0,0.0,0.0,3.0,0.0,1.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.24822475536080585,5610.894411751525,1,Low,0.28057213991236263
H000038,14001,Acatic,319.3016,340.14894347826083,116.01286542649964,0.3410649000999002,2.455647347826086,0.0076906828773363,1.0,1.0,1.0,52.0,5355.6711001867625,1.073148199821228,35.0,1.0,1.0,2.0,0.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.7023333811629938,20311.91959783194,1,High,0.48492102152334726
H000039,14001,Acatic,251.7605,264.4918086956522,68.7576440863448,0.2599613365170921,-1.0355706086956515,-0.0041133164602693,1.0,1.0,0.9903840386384252,57.0,3545.222196449829,1.278252461732304,35.0,1.0,4.0,0.0,0.0,1.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.6629093085790025,12690.86829304044,1,High,0.46718018886055124
H000040,14001,Acatic,735.2909,711.4115347826087,260.27964518305134,0.3658636843196349,3.283789086956522,0.0044659727013574,1.0,1.0,1.0,147.0,10148.171510333696,1.3041991048853283,53.0,1.0,5.0,1.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.4404636169081166,24137.46177360561,1,Medium,0.36707962760865254
H000041,14001,Acatic,230.7896,242.03892916666663,55.37608601277567,0.2287899975571451,0.5989973478260868,0.002595426084304,0.0,0.0,0.6554615045957513,140.0,3685.6184729020406,1.1271413008544506,54.0,1.0,1.0,3.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.19200468115378233,3821.342398617851,1,Low,0.25527310651920204
H000042,14001,Acatic,218.93815,229.56279166666664,50.54146717634263,0.2201640205252889,-0.0472333913043471,-0.0002157385147556,0.0,0.0,1.0,30.0,3119.853190484249,1.2631641488836576,52.0,1.0,3.0,2.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.24260193494090365,4087.1650720123644,1,Low,0.2780418707234067
H000043,14001,Acatic,1350.6124,1375.0345826086957,360.2850511143094,0.2620189016852084,14.301481652173914,0.0105888866799785,1.0,1.0,1.0,56.0,20889.063235011847,1.16381586510077,37.0,1.0,4.0,4.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.4968358623495937,56043.55302862844,1,Medium,0.39244713805731724
H000044,14001,Acatic,342.6511,367.7841826086957,121.93805596662465,0.3315478526067031,2.033634869565217,0.0059350017249768,1.0,1.0,0.8085807009679451,163.0,5136.716332290552,1.2007125566246144,48.0,1.0,5.0,1.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.5917223203464298,16413.35241836359,1,Medium,0.43514604415589353
H000045,14001,Acatic,251.1978,276.6360043478261,96.31258112897758,0.3481563484696653,2.5738153478260872,0.0102461699418788,1.0,1.0,0.7650959588369505,46.0,3709.258092345739,1.2189932022607142,46.0,0.0,1.0,2.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.3735434566243139,7482.073082363293,1,Medium,0.3369655554809413
H000046,14001,Acatic,558.5387499999999,564.9546590909091,131.5441958573245,0.2328402708794321,13.146553869565215,0.0235374069741181,2.0,1.0,1.0,74.0,7732.029430362483,1.3002663260075915,48.0,1.0,5.0,3.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.4446413460265977,18565.09185654167,1,Medium,0.36895960571196906
H000047,14001,Acatic,200.26675,210.277975,59.89280224669718,0.2848267977028844,4.230697173913044,0.0211253099873695,4.0,2.0,0.4007448932233955,87.0,3003.817253580726,1.2000735050385851,55.0,0.0,3.0,3.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.7460511389104912,12101.406928809578,0,High,0.5045940125097211
H000048,14001,Acatic,281.10555,278.3194681818182,86.91159758573725,0.3122727926778028,5.764188478260869,0.0205054239528919,2.0,1.0,0.7920721121545409,161.0,4008.068647874932,1.262428452337698,48.0,0.0,3.0,1.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.4504050273643975,9748.37305273226,1,Medium,0.371553262313979
H000049,14001,Acatic,479.686,494.0806291666666,198.36596319632469,0.4014850036337096,-2.3815407391304344,-0.0049647910073056,0.0,0.0,0.6815388083059526,96.0,7858.299592756874,1.0987552584478228,53.0,1.0,4.0,0.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.6820892372961159,28944.332508606734,1,High,0.47581115678325225
H000050,14001,Acatic,947.2009,1027.2129142857143,337.4609158961172,0.3285209046761012,6.695005043478262,0.007068199622148,3.0,1.0,1.0,51.0,14373.465197852864,1.186186905197148,46.0,1.0,1.0,4.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.4980449078879325,38656.60821267318,1,Medium,0.3929912085495697
H000051,14001,Acatic,501.60865,556.5961666666666,208.96734800594356,0.375437993505064,5.520206956521738,0.0110050075024059,0.0,0.0,0.9222074187981636,98.0,8684.965553181342,1.0396075430250444,48.0,1.0,1.0,3.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.38510455166773794,18060.946734281304,1,Medium,0.3421680482504822
H000052,14001,Acatic,516.0585000000001,527.2747208333334,147.86561234495852,0.2804337217442622,3.213962913043478,0.0062279042260586,0.0,0.0,0.9727341702656672,68.0,7596.389906603212,1.2228246725362837,53.0,0.0,4.0,2.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.3320419042081751,13620.526756359975,1,Medium,0.31828985689367884
H000053,14001,Acatic,746.6137,759.5939954545455,202.24253995652865,0.2662508408001639,20.289730130434783,0.0271756734847415,2.0,1.0,1.0,208.0,10260.892134754264,1.3097347115151063,28.0,1.0,6.0,2.0,0.0,1.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.5628827482283519,31188.667486059872,1,Medium,0.4221682367027585
H000054,14001,Acatic,307.9872,330.3147347826087,111.35062563336756,0.337104627520329,3.7169405652173912,0.0120684903957612,1.0,1.0,1.0,90.0,4818.302189905608,1.1505649462199057,41.0,1.0,2.0,1.0,0.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.653147339962003,16994.13079573769,1,Medium,0.4627873029829015
H000055,14001,Acatic,164.6763,179.55472173913043,69.47031484778854,0.3869033026528806,5.389120347826086,0.0327255369948564,1.0,1.0,0.90942257965741,40.0,2833.8714528238925,1.0459801897669934,39.0,1.0,2.0,2.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.7144380759732817,10932.978608879996,1,High,0.49036813418797687
H000056,14001,Acatic,272.308,279.70543913043474,99.18008448162608,0.3545876147062536,6.84575752173913,0.025139759102704,1.0,1.0,0.7227449471025036,25.0,3997.834422384063,1.2260497764879967,37.0,0.0,3.0,1.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032,0,0.5791786212688104,12503.485235613922,1,Medium,0.4295013795709648
H000057,14002,Acatlán de Juárez,664.2967,721.4733772727274,232.150766222589,0.3217731568975588,-5.137065695652175,-0.007733089289247,2.0,1.0,1.0,53.0,10167.342665126454,1.1760536645443418,42.0,1.0,3.0,1.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107,0,0.6737966442821562,36993.8953927566,1,High,0.47207948992697035
H000058,14002,Acatlán de Juárez,234.3034,222.5516956521739,67.65787996048057,0.3040097257502953,0.0976917391304346,0.0004169454610152,1.0,1.0,1.0,77.0,3211.0963557760865,1.3134022566509644,63.0,1.0,1.0,3.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107,0,0.12732548599250246,2207.813781966897,1,Low,0.22616746869662613
H000059,14002,Acatlán de Juárez,352.06165,371.476925,118.46277548397714,0.3188967268531609,3.7243994782608696,0.0105788275384747,0.0,0.0,1.0,65.0,5142.482093130479,1.232305642535022,35.0,1.0,4.0,1.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107,0,0.3660890591312661,10166.074727797015,1,Medium,0.33361107660906986
H000060,14002,Acatlán de Juárez,371.7449,390.6340142857143,117.64358672886203,0.3011606322710448,-10.966701000000002,-0.0295006091542883,3.0,2.0,0.9218861939535972,25.0,5592.643870707742,1.1964659925955932,57.0,1.0,1.0,3.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107,0,0.577247009695385,17433.019533549243,1,Medium,0.42863215436292335
H000061,14002,Acatlán de Juárez,461.67135,512.2378958333334,177.20880151047675,0.3459501980465246,2.820894130434784,0.0061101780096052,0.0,0.0,0.7110847533154291,31.0,6631.201541999511,1.2531792688500087,25.0,0.0,1.0,2.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107,0,0.19805040104673846,7091.8854739996705,1,Low,0.2579936804710323
H000062,14002,Acatlán de Juárez,473.9074,467.1739695652175,135.43166502718242,0.2898955717785902,3.714354130434784,0.0078377213152501,1.0,1.0,0.7627920823480979,30.0,7197.255112459297,1.1852203467448288,41.0,0.0,2.0,0.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107,0,0.561403581556264,21819.04990654742,1,Medium,0.4215026117003189
H000063,14002,Acatlán de Juárez,463.5872,486.509609090909,139.00801316479465,0.285725113270722,7.582604782608697,0.0163563721832887,2.0,1.0,1.0,71.0,7352.786511116316,1.134885337332215,47.0,1.0,4.0,1.0,0.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107,0,0.8016166336862344,31828.226244774916,0,High,0.5295984851588056
H000064,14002,Acatlán de Juárez,1279.3897499999998,1347.4975041666669,474.3471849559079,0.3520208263756738,22.827511956521736,0.0178425002674296,0.0,0.0,1.0,165.0,20781.82008338921,1.108132752934713,52.0,1.0,3.0,1.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107,0,0.3752970279314884,42116.51868643559,1,Medium,0.33775466256916986
